timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-02-07,105.1850,105.5900,104.2900,105.2700,104.8200,29760697,0.0000,1.0000
2019-02-06,107.0000,107.0000,105.5300,106.0300,105.5768,20609759,0.0000,1.0000
2019-02-05,106.0600,107.2700,105.9600,107.2200,106.7617,27325365,0.0000,1.0000
2019-02-04,102.8700,105.8000,102.7700,105.7400,105.2880,31315282,0.0000,1.0000
2019-02-01,103.7750,104.0999,102.3500,102.7800,102.3406,35535690,0.0000,1.0000
2019-01-31,103.8000,105.2200,103.1800,104.4300,103.9836,55636391,0.0000,1.0000
2019-01-30,104.6200,106.3800,104.3300,106.3800,105.9253,49471866,0.0000,1.0000
2019-01-29,104.8800,104.9700,102.1700,102.9400,102.5000,31490547,0.0000,1.0000
2019-01-28,106.2600,106.4800,104.6600,105.0800,104.6308,29476719,0.0000,1.0000
2019-01-25,107.2400,107.8800,106.5900,107.1700,106.7119,31218193,0.0000,1.0000
2019-01-24,106.8600,107.0000,105.3400,106.2000,105.7460,23164838,0.0000,1.0000
2019-01-23,106.1200,107.0400,105.3400,106.7100,106.2538,25874294,0.0000,1.0000
2019-01-22,106.7500,107.1000,104.8600,105.6800,105.2283,32371253,0.0000,1.0000
2019-01-18,107.4600,107.9000,105.9100,107.7100,107.2496,37427587,0.0000,1.0000
2019-01-17,105.0000,106.6250,104.7600,106.1200,105.6664,28393015,0.0000,1.0000
2019-01-16,105.2600,106.2550,104.9600,105.3800,104.9295,29853865,0.0000,1.0000
2019-01-15,102.5100,105.0500,101.8800,105.0100,104.5611,31587616,0.0000,1.0000
2019-01-14,101.9000,102.8716,101.2600,102.0500,101.6138,28437079,0.0000,1.0000
2019-01-11,103.1900,103.4400,101.6400,102.8000,102.3606,28314202,0.0000,1.0000
2019-01-10,103.2200,103.7500,102.3800,103.6000,103.1571,30067556,0.0000,1.0000
2019-01-09,103.8600,104.8800,103.2445,104.2700,103.8243,32280840,0.0000,1.0000
2019-01-08,103.0400,103.9700,101.7134,102.8000,102.3606,31514415,0.0000,1.0000
2019-01-07,101.6400,103.2681,100.9800,102.0600,101.6237,35656136,0.0000,1.0000
2019-01-04,99.7200,102.5100,98.9300,101.9300,101.4943,44060620,0.0000,1.0000
2019-01-03,100.1000,100.1850,97.2000,97.4000,96.9836,42578410,0.0000,1.0000
2019-01-02,99.5500,101.7500,98.9400,101.1200,100.6877,35329345,0.0000,1.0000
2018-12-31,101.2900,102.4000,100.4400,101.5700,101.1358,33173765,0.0000,1.0000
2018-12-28,102.0900,102.4100,99.5200,100.3900,99.9609,38169312,0.0000,1.0000
2018-12-27,99.3000,101.1900,96.4000,101.1800,100.7475,49498509,0.0000,1.0000
2018-12-26,95.1400,100.6900,93.9600,100.5600,100.1301,51634793,0.0000,1.0000
2018-12-24,97.6800,97.9700,93.9800,94.1300,93.7276,43935192,0.0000,1.0000
2018-12-21,101.6300,103.0000,97.4600,98.2300,97.8101,111242070,0.0000,1.0000
2018-12-20,103.0500,104.3100,98.7800,101.5100,101.0761,70334184,0.0000,1.0000
2018-12-19,103.6500,106.8800,101.3500,103.6900,103.2468,68198186,0.0000,1.0000
2018-12-18,103.7500,104.5100,102.5200,103.9700,103.5256,49319196,0.0000,1.0000
2018-12-17,105.4100,105.8000,101.7100,102.8900,102.4502,56957314,0.0000,1.0000
2018-12-14,108.2500,109.2600,105.5000,106.0300,105.5768,47043136,0.0000,1.0000
2018-12-13,109.5800,110.8700,108.6300,109.4500,108.9821,31333362,0.0000,1.0000
2018-12-12,110.8900,111.2700,109.0400,109.0800,108.6137,36183020,0.0000,1.0000
2018-12-11,109.8000,110.9500,107.4400,108.5900,108.1258,42381947,0.0000,1.0000
2018-12-10,104.8000,107.9800,103.8900,107.5900,107.1301,40801525,0.0000,1.0000
2018-12-07,108.3800,109.4500,104.3000,104.8200,104.3719,45044937,0.0000,1.0000
2018-12-06,105.8200,109.2400,105.0000,109.1900,108.7232,49107431,0.0000,1.0000
2018-12-04,111.9400,112.6373,108.2115,108.5200,108.0561,45196984,0.0000,1.0000
2018-12-03,113.0000,113.4200,110.7300,112.0900,111.6108,34732772,0.0000,1.0000
2018-11-30,110.7000,110.9700,109.3600,110.8900,110.4160,33665624,0.0000,1.0000
2018-11-29,110.3300,111.1150,109.0300,110.1900,109.7190,28123195,0.0000,1.0000
2018-11-28,107.8900,111.3300,107.8600,111.1200,110.6450,46788461,0.0000,1.0000
2018-11-27,106.2700,107.3300,105.3600,107.1400,106.6820,29124486,0.0000,1.0000
2018-11-26,104.7900,106.6300,104.5800,106.4700,106.0149,32336165,0.0000,1.0000
2018-11-23,102.1700,103.8099,102.0000,103.0700,102.6294,13823099,0.0000,1.0000
2018-11-21,103.6000,104.4300,102.2400,103.1100,102.6692,28130621,0.0000,1.0000
2018-11-20,101.8000,102.9700,99.3528,101.7100,101.2752,64052457,0.0000,1.0000
2018-11-19,108.2700,108.5600,103.5500,104.6200,104.1728,44773899,0.0000,1.0000
2018-11-16,107.0800,108.8800,106.8000,108.2900,107.8271,33502121,0.0000,1.0000
